Country_name,Country_code,Avg_mig,Health_exp,Consum_exp,National_incP.C,National_inc,Prim_enrol_rate,Current_accbal,Employers_total,Employment_serv,Employment_indus,Employment_agri,Expense,GDP_growth,Hightech_exports,HIV_incidence,Labor_particip_rate,Life_expect_birth,Pop_total,Pop_density,Pop_slums,Tax_revenue,Tech_grants,Lit_rate15_24,S&P_equityindex,Reg_business,migration
Senegal,SEN,-135987.625,7.3389,47.25675,0.366075,3.199575,59.8047,-7.234825,0.225,25.933325,10.65,22.289225,11.1873,3.52815,21131985.65,0.0825,77.26375,59.826775,10561020.54,54.853875,49.39585,12.76685,190600750,0.561125,0,6.480775,2
Serbia,SRB,-94140.5,5.3424,92.943425,0,0,73.733575,-5.919375,3.214175,37.383325,20.3525,11.234175,18.99515,3.09675,119653971.5,0,62.515,72.74255,7474718.22,85.46405,0,10.8167,168501625,0.4995,0,7.506425,2
Seychelles,SYC,489,7.6943,96.863475,1.892575,2.765325,93.1302,-12.02885,0.7,19.55,8.95,22.878775,39.755875,3.1556,765880.8875,0,0,72.101575,81239.60715,176.43995,0,27.90615,6176083.333,1.007175,0,7.431825,3
Sierra Leone,SLE,51812.5,5.77035,89.71825,1.132175,3.59745,24.830925,-10.1768,0,13.125,4.0125,22.1755,13.321775,3.42885,243455,0.14085,66.760425,41.61475,4723828.613,65.4451,70.075,8.736125,36093458.33,0.33795,0,5.4423,3
Singapore,SGP,379567.9375,9.441825,77.024375,4.61675,7.234925,0,17.107475,5.48125,71.924175,27.484175,8.100825,14.468475,6.731675,78891937602,0,70.62375,78.752375,4155649.929,6063.355725,0,13.78595,10716750,1.0012,8.209966667,3.8686,4
Slovak Republic,SVK,-513.5625,1.515975,37.310325,3.317225,3.327625,0,-3.60295,2.717925,55.045,38.485,5.39685,11.845775,4.58965,1608208019,0,70.119575,73.502575,5366913,111.581075,0,7.48655,0,0,4.6589,6.054475,2
Slovenia,SVN,16192.3125,7.12805,75.647725,1.598175,1.7881,96.313875,-0.977925,3.4425,52.68835,38.63665,21.9089,37.089775,2.115325,715777749.7,0,68.202075,76.446525,2006777.708,99.64125,0,19.451375,6246250,0.750525,10.82983333,6.541675,3
South Africa,ZAF,1021929.438,2.07095,39.99555,1.443275,3.1886,90.8757,-1.651675,2.89515,44.920825,18.667475,17.5056,29.268325,2.760575,1207492570,1.9442,57.423325,55.8158,44761653.61,37.603675,31.808325,24.3313,204765958.3,0.503975,8.242666667,5.891025,4
Sri Lanka,LKA,-426081.3125,1.537675,55.8553,4.555325,5.451025,72.8019,-3.85595,2.55375,37.0717,23.58565,28.003475,21.618175,5.418275,59166115.49,0.01,59.89375,72.3316,18943982.14,302.0928,6.2,14.671975,92601166.67,0.75795,21.5917,6.730775,1
St. Kitts and Nevis,KNA,0,4.28985,78.783475,0,0,93.7421,-17.357425,2.625,21.05,36.6,10.361875,21.641675,3.4976,174081.3646,0,0,52.493575,47216.4762,181.60185,0,19.3967,1518267.544,0,0,5.25,3
St. Lucia,LCA,-438.5625,5.4478,79.003625,0,0,94.94665,-15.557275,5.491675,56.745825,20.09585,12.640375,14.575875,3.152875,1363242.55,0,73.73915,72.503575,160414.9702,262.97535,8.925,15.831725,4153083.333,0,0,4.257575,2
St. Vincent and the Grenadines,VCT,-6205.375,1.680775,46.198275,0,0,98.56945,-18.594125,3.2375,56.2375,14.8,11.7,0,3.004125,130502.3158,0,70.625,71.11025,108494.8512,278.191925,0,0,2306833.333,0,0,5.757575,2
Sudan,SDN,-33750,5.3359,42.691325,1.2201,1.7832,13.20455,-6.5277,0,10.025,7.65,11.15,0,5.6247,1192642.775,0.0175,53.0671,58.908125,29638919.11,15.674775,22.9,0,101356958.3,0.43995,0,8.395825,2
Suriname,SUR,-9990.9375,5.346,79.24635,1.574975,2.12385,67.506375,0.14265,5.351675,51.10785,21.42285,8.482075,18.795375,3.08515,1593928.183,0.1067,57.00625,68.667775,478684.8809,3.0685,3.35,14.981025,16548250,0.7477,0,9.75,2
Swaziland,SWZ,-26959.8125,6.46115,87.008875,0.42895,1.942825,76.09305,-1.856875,0.375,0,0,4.76215,16.139825,4.12885,1335364.583,3.2008,57.6425,50.260025,1067104.958,62.040975,8.175,16.969625,12944625,0.76975,0,9,2
Sweden,SWE,186113.5,7.005825,81.356875,1.4175,1.9636,98.505025,4.176475,3.85375,73.928725,23.705,19.5427,35.132825,2.0383,13007484991,0,79.0879,79.912375,8995043.762,21.929275,0,25.6944,0,0,9.810466667,2.25,3
Syria,SYR,-280596.625,8.28465,76.1617,3.454375,6.2478,97.315525,2.685225,5.391425,46.863175,28.4375,14.3244,13.351275,5.557875,19077357.43,0,49.995825,72.662825,17017045.35,92.6444,11.108325,16.4096,72527791.67,0.481175,0,7.72755,2
Tajikistan,TJK,-150569.5,3.9364,84.159525,1.891825,3.5485,72.683225,-2.6025,0.2,21.4875,12.85,29.485075,5.407125,1.6976,18551500,0.02085,70.075,65.158575,6537193.274,46.71965,0,4.353675,30659583.33,0.50005,0,8.787875,2
Tanzania,TZA,-52942.375,4.666175,101.320825,2.25865,5.3475,71.47695,-8.221025,1.2975,17.765,4.025,36.63,8.49155,5.482825,6585952.064,0.8908,90.53165,54.122675,36615807.81,41.336425,68.416675,6.079225,180849083.3,0.714725,0,7.833325,2
Thailand,THA,-75794.1875,4.17605,75.142975,4.214325,5.015925,47.373525,0.192675,2.726125,33.900425,18.67105,28.209,15.093475,5.32625,19103544942,0.215,78.790425,71.662025,63350212.2,123.999725,19.65625,15.2029,179098125,0.749025,10.2626,6.358975,2
Timor-Leste,TMP,-46717.125,3.649175,79.26945,0,0,45.0767,88.695425,0.85,14.0875,3.30835,34.925,37.00995,4.975475,158898.0833,0,52.90165,60.3332,932183.8333,62.567775,0,54.411625,61886666.67,0.49245,0,7.72915,2
Togo,TGO,-32496.625,2.2506,138.565225,-2.342725,0.275425,83.458525,-8.6133,0,18.75,3.4,30.96875,12.025925,1.9594,461083.5125,0.4925,80.16875,55.141475,5222070.417,96.0116,45.2125,11.414775,33419166.67,0.604125,0,8.384625,2
Tonga,TON,-8920.75,4.82955,105.913225,0,0,96.7809,-9.591325,0.475,18.75,22.95,7.95,0,1.921275,6547.05555,0,64.1575,71.0445,99546.04763,138.2584,0,0,14242875,0.501075,0,3,2
Trinidad & Tobago,TTO,-17984.1875,5.19195,90.7123,1.642325,2.116425,94.553125,12.082375,4.421425,63.628575,28.359525,14.9709,25.81035,4.7342,23639045.61,0.105,67.15085,68.8743,1283557.875,250.20625,18.525,24.3743,5057291.667,0.750075,3.0326,6.503775,2
Tunisia,TUN,-23019.4375,5.22405,68.976025,2.328125,3.636925,97.61095,-3.7016,4.55,24.628125,16.41875,22.2213,27.074575,4.217175,306874191.9,0.01,50.321675,72.8164,9666254.167,62.930375,2,19.6847,125719875,0.934025,7.331733333,6.75,2
Uganda,UGA,-25984.8125,13.54645,46.92225,3.326025,6.767,46.1638,-4.625475,0.366675,16.425825,4.596675,40.51615,12.531675,6.910175,11044684.64,0.89585,80.957525,49.542625,25980897.64,129.957925,68.720825,8.483,144312291.7,0.8969,0,12.400625,2
Ukraine,UKR,23698.125,8.089675,82.5466,4.0552,3.427,68.46915,0.19195,0.52,40.794675,23.32435,17.0809,25.81595,-0.66245,818328517.8,0.07165,68.39085,68.52475,48518963.89,83.74535,0,11.69485,187167708.3,0.50035,17.92736667,8.900625,3
United Arab Emirates,ARE,1597610.75,5.630175,54.527075,-3.198675,3.97055,93.699675,0,1.69165,61.068325,32.97,2.515,1.2553,5.030525,66994437.23,0,76.76,74.785075,4389023.827,52.5003,0,0.16455,2927750,0.7719,4.233766667,6.769225,4
Uruguay,URY,-56625,7.429425,41.6462,2.5471,2.904225,96.71695,-1.19255,3.205825,69.747375,24.4469,17.598275,27.1208,3.132775,45278004.02,0.04165,73.88915,74.912475,3294376.042,18.82285,0,17.527175,21429666.67,0.5044,0,7.612175,2
Uzbekistan,UZB,-361562.125,8.4253,80.226625,11.766725,13.16065,47.128425,0,0,17.455,14.375,10.02,0,4.12765,0,0.03665,63.237075,67.116875,25222933.63,59.29225,0,0,47235958.33,0.500125,0,6.91025,1
Vanuatu,VUT,-281.1875,4.856775,79.6478,0.8123,2.69,74.2589,-6.11935,0.7,15.55,3.5,35.63015,16.020875,3.553825,335504.9167,0,76.712075,67.967075,197209.6191,16.178,0,13.407625,27923041.67,0.7438,0,5.794875,2
Venezuela,VEN,-15855.3125,4.1859,77.05435,4.55485,6.511475,68.723025,7.133425,5.06315,66.553725,22.630475,15.4036,22.465275,3.655675,88483177.98,0.0383,67.3421,72.371575,25317321.39,28.702825,24,14.143075,28549166.67,1.014125,11.477,12.9359,2
Vietnam,VNM,-640189.5,4.98615,72.755975,4.920075,6.320175,71.49395,-1.8436,0.31,19.040825,11.415,32.04745,13.3391,6.941075,2051974705,0.035,82.79875,73.3259,78975751.79,251.282425,45.441675,19.503575,266897250,0.7424,-1.259033333,7.4455,1
West Bank and Gaza,WBG,-77109.375,0,60.464025,0,0,65.4925,-22.56915,3.57915,44.533325,20.887525,8.9807,7.056025,4.62165,479634.4688,0,41.320425,70.7968,3067947.72,509.62585,0,3.7416,173553833.3,0.748925,0,9.333325,2
World,WLD,0,2.12895,64.148075,1.007075,2.36565,86.793375,0,0,45.251825,26.0564,23.062375,26.551275,2.842575,1.14E+12,0.07835,69.8859,68.20045,6261865835,48.2717,0,14.57975,0,0.93375,0,6.882675,3
Yemen,YEM,127575,8.29515,47.41845,0,0,55.841075,-0.77915,3.183325,46.9125,14.2625,21.03935,11.199175,4.299675,300870.7167,0.01,48.210425,60.77505,18875450.65,35.750975,51.866675,4.864625,61562333.33,0.464,0,7.387825,3
Zambia,ZMB,-70758.9375,4.83015,58.3339,1.293825,4.05265,78.707625,-7.2736,0.628125,22.075,8.0275,38.86365,12.176875,4.96905,7360049.429,1.845,80.072075,47.947925,11313435.63,15.2187,57.05,15.372725,121124625,0.905675,6.611233333,5.269225,2
Zimbabwe,ZWE,-293947.125,4.6441,61.751475,-2.961375,-1.489625,42.27105,-8.436775,0.315,9.525,7.35835,22.4554,14.76825,-1.591075,24540087.15,3.0475,81.685,47.00515,12640466.05,32.67535,12.825,11.38245,82901625,0.502775,126.0995,7.5,2
