ID,cf_td,ca_cl,re_ta,ni_ta,td_ta,s_ta,wc_ta,wc_s,c_cl,cl_e,in_s,mve_td,bstatus
74,0.021692936,1.25413781,-0.0603608,-0.027450024,0.41760117,0.586367625,0.042223306,0.072008248,0.062918183,1.12677733,0.134470831,0.03812519,1
75,0.004522377,0.887654311,-0.019755125,-0.040680762,0.578265773,0.772912485,-0.036505745,-0.047231408,0.021246979,2.275678494,0.15421064,1.60E-05,1
76,0.177756192,1.180242008,0.103602835,0.077990267,0.615256553,1.43225476,0.085204474,0.059489747,0.031424959,3.679069767,0.281294707,0.369987164,1
77,0.016715246,0.806290356,0.085738825,-0.069569439,0.627768027,2.065723141,-0.069457411,-0.033623775,0.194959384,2.172889794,0.054792292,0.276902028,1
78,0.172374061,0.197286947,-0.433282091,-0.00292083,0.416929285,0.753228286,-0.430956956,-0.572146538,0.0476395,2.322057846,0.035129343,0.30399364,1
79,-25.4468599,0.905369127,-1.160520145,-1.163397996,0.044127052,0.719889149,-0.060115114,-0.08350607,0.258557047,1.919484702,0.084394433,8.123188406,1
80,0.345076021,1.356928,0.069877925,0.101542974,0.415714787,0.741433086,0.115196332,0.155369829,0.136128,0.73758497,0.093578493,7.233429395,1
81,0.158271295,1.343287827,0.090966745,0.037456895,0.409964723,1.399421301,0.095683539,0.068373647,0.131114903,0.773682473,0.045318076,1.157497825,1
82,-0.004503437,0.708116022,-0.142326589,-0.034701536,0.163217146,0.617973616,-0.123409029,-0.199699512,0.175587885,-15.32819074,0.090271692,0.494317573,1
83,-0.030844429,1.718534639,0.13263579,-0.054008309,0.456454839,1.674411448,0.304816126,0.182043742,0.020311933,1.093830589,0.129020401,0.571338277,1
84,0.012329348,0.956189101,-0.304415538,-0.111237565,0.583778665,1.335325115,-0.011588056,-0.008678078,0.006775449,-1.121187999,0.065347456,0.08752839,1
85,-0.013038964,1.823185494,0.131068306,-0.093157748,0.379603125,1.24803404,0.219712585,0.176046949,0.029644604,0.802580319,0.145489517,0.574395288,1
86,0.12479713,2.773700549,-0.109120653,-0.011006988,0.236438179,1.184291312,0.450034334,0.38000307,0.050624851,0.463938846,0.389177851,1.937996498,1
87,0.636942675,2.45074813,0.225009222,0.001844338,0.24612689,1.810125415,0.429177425,0.237098171,0.061720698,0.647819063,0.02470834,3.574372424,1
88,-0.881632653,0.679007775,-0.674449194,-0.484380138,0.483393621,2.169023348,-0.285103584,-0.131443299,0.007034432,-10.04089219,0.219223772,2.12585034,1
89,-0.124173854,1.246827428,0.259910191,-0.075159965,0.376092404,1.390807902,0.142812075,0.102682818,0.042907773,1.511997287,0.444790584,0.741254862,1
90,0.351351351,1.926546392,-8.276913503,-0.014934661,0.023024269,0.850031114,0.447417548,0.526354319,0.009020619,2.275659824,0.918008785,23.76013513,1
91,-0.559736788,0.647575199,-0.565984986,-0.58622832,0.503546467,2.362516179,-0.297230132,-0.125810835,0.026273788,-4.222395023,0.075407609,0.243265474,1
92,-0.786456786,0.503782148,-2.045122206,-0.971589722,0.703363276,0.636097765,-0.548151243,-0.861740558,0.055408472,-10.55489022,0.267651888,1.157106029,1
93,-0.451964162,0.348825431,-0.7144522,-0.516752252,1.085218782,0.90675871,-0.68001599,-0.749941503,0.082240426,-2.613963655,0.185359138,0.031914803,1
94,-0.07347527,0.125842953,-0.235316137,-0.166606115,0.771520736,1.069084343,-0.757802953,-0.708833646,0.035978715,25.14883424,0.021388998,0.204195682,1
95,-6.1328125,1.123076923,-1.990712074,-1.320433437,0.198142415,0.667182663,0.061919505,0.092807425,0.030769231,1.012461059,0.109048724,57.36328125,1
96,-1.091946309,0.886650631,0.033268739,-0.348412006,0.264493129,3.932826438,-0.066922087,-0.017016283,0.107010423,4.014080257,0.086427972,0.319106544,1
97,0.044468942,2.594985125,0.220294529,-0.010427501,0.492116704,1.742743402,0.351044247,0.201431976,0.020518487,0.820936139,0.21485648,0.148517449,1
98,-0.154947315,0.56868287,-0.659478301,-0.152618539,0.630181712,2.72150384,-0.560888446,-0.206095041,0.037697959,-3.241623186,0.030622376,0.090131935,1
99,-0.31525651,2.01946308,0.137629824,-0.164962611,0.356214855,3.006673387,0.350651358,0.116624359,0.062616794,1.475612145,0.190888499,0.462661089,1
100,1.280235234,2.730614388,0.639893588,0.113425055,0.105094857,0.763180523,0.265679583,0.348121545,0.069315596,0.217133518,0.069046864,4.186908719,1
101,0.009073724,0.352851711,-0.170801074,-0.097013746,0.417917523,1.759519671,-0.268920841,-0.152837644,0.071102662,1.296844182,0.045797414,0.456285444,1
102,0.133852336,2.006843906,0.274641148,-0.016678059,0.272180451,2.530963773,0.261449077,0.103300205,0.105554093,0.624527371,0.173166253,0.649005806,1
103,0.86298,1.381381218,0.14794866,0.040371297,0.083610432,1.879753149,0.12279697,0.065326115,0.076968021,0.955357364,0.008938595,4.089582,1
104,0.08177105,1.019723633,0.032772809,0.003738819,0.386457961,0.838801431,0.004481217,0.005342404,0.120349593,0.485307604,0.069941777,2.368837661,1
105,-306.75,1.343451865,-7.858475041,-1.370817334,0.004388371,0.109160724,0.217224355,1.989949749,0.072853426,1.733834587,2.185929648,2597.625,1
106,-0.249333333,1.735528942,0.504986827,-0.061347384,0.07056831,2.29271735,0.34672563,0.151229121,0.177045908,0.893844781,0.133500226,3.256,1
107,0.041154616,1.501357036,0.206626276,-0.063847816,0.444731602,1.95009109,0.313053425,0.160532719,0.253765776,1.66249295,0.381528635,0.456904354,1
108,0.1462818,2.213883677,0.475239742,0.017607294,0.321333124,0.720484201,0.406854268,0.564695614,0.132270169,0.652986217,0.80754964,0.746330724,1
109,-0.742409098,0.577808879,-0.752228354,-0.387675713,0.490529208,1.074461934,-0.364187223,-0.338948465,0.001029551,-1.808781595,0.283551955,0.005966506,1
110,-0.184397163,0.746753752,-0.147602883,-0.121400511,0.553911286,0.087989626,-0.124222892,-1.411790204,0.144545525,3.370283019,0.212830516,5.88476038,1
111,-0.030166132,0.945179157,0.043420665,-0.042684722,0.505004416,1.312040035,-0.035693259,-0.027204398,0.014355149,3.16303182,0.175846982,0.153860682,1
112,0.548021827,1.035274522,-0.069085964,-0.258594076,0.477642478,0.872903567,0.019286096,0.022094188,0.054736479,3.738236411,0.297803864,0.198517698,1
113,-0.075600356,0.786691256,-0.581410679,-0.077492126,0.49410386,1.440709002,-0.101662638,-0.070564311,0.01890272,1.828322562,0.167869853,0.480006671,1
114,-0.096547526,1.198029707,0.018157288,-0.058970576,0.259431727,1.527987221,0.117007116,0.076575978,0.177830387,3.976585988,0.303997567,0.88023089,1
115,-0.435369804,1.542650086,0.104331039,-0.236258222,0.465870292,0.294601214,0.093650068,0.317887583,0.261564603,0.580667422,0.138250377,0.542851683,1
116,-0.114892867,0.101208838,-0.680315306,-0.397220209,1.045873131,0.25689129,-0.96092484,-3.740589422,0.01376013,-6.485960145,0.075677801,0.040246791,1
117,-0.606489945,0.09909166,0.04184446,-0.205609085,0.225877495,0.212594632,-0.262801101,-1.23616057,0.012740356,0.554596009,0.029135643,1.515596435,1
118,-0.140747204,0.071930298,-0.09757107,-0.179699423,0.815269407,0.407511834,-0.845883235,-2.0757268,0.020930596,17.31474202,0.011679573,0.102879353,1
119,0.086869637,1.922014218,0.082106173,-0.03444718,0.214081695,1.835439534,0.36501512,0.198870687,0.069806863,1.166405101,0.191096659,3.972934054,1
120,0.264794985,1.846369326,0.292851942,0.026251048,0.233725286,0.951341558,0.116237918,0.122183161,0.015441654,0.349673789,0.096582121,0.651633113,1
121,-0.00646743,0.533443306,-0.438555687,-0.024673234,0.836838289,2.096084119,-0.475229488,-0.226722527,0.063700295,-9.768467475,0.1434683,0.072650273,1
122,0.04357547,0.445046548,0.034006609,-0.108920953,0.533492372,2.307197498,-0.433146098,-0.187736897,0.005294182,4.423466924,0.065844414,0.395947881,1
123,0.077684229,0.787658123,-0.158497333,-0.161532095,0.529749862,0.869873092,-0.234642266,-0.269743102,0.011276631,-9.686416767,0.394703457,0.420796806,1
124,0.038389367,1.298642966,0.282278448,-0.021974621,0.329877231,2.321868874,0.120899102,0.052069737,0.101140418,1.145150111,0.184312985,0.287363174,1
125,2.20260278,1.593754737,0.460133533,0.104141704,0.083434557,2.406051466,0.139622435,0.058029696,0.467753408,0.363986317,0.093671902,27.65813451,1
126,-0.219313586,0.506651007,-0.136119181,-0.19606148,0.551814956,1.955809769,-0.194242001,-0.099315385,0.098603416,-9.361137667,0.037515034,0.819265311,1
127,-0.115593372,1.172326848,-0.412790842,-0.195315722,0.724080708,1.917955572,0.082516433,0.04302312,0.024072633,8.98852826,0.173569069,0.199268364,1
128,-0.197910048,0.791775242,-0.150607676,-0.18409798,0.695306846,0.96237393,-0.178759082,-0.185748051,0.025357479,7.227506528,0.313998008,0.177852054,1
129,0.089670014,0.581939799,-0.37788906,-0.104969183,0.536979969,2.654757319,-0.168528505,-0.063481699,0.107262303,6.410413476,0.014002249,0.751501973,1
130,-0.208438469,0.981995011,-0.268016085,-0.121989789,0.546130213,1.577892739,-0.011250169,-0.00712987,0.108499946,3.712119179,0.189800564,0.15515152,1
131,-0.758621493,1.025192128,-2.330097087,-1.081812637,1.091470543,1.197631271,0.017079246,0.014260855,0.632877226,-0.761664097,0.013857646,0.013976039,1
132,-0.723547401,0.18985894,-1.465483556,-0.222891566,0.266199935,0.251221101,-0.345978509,-1.377187297,0.025924514,1.284524976,0.050550875,1.29617737,1
133,-0.192299261,0.263507901,-3.528022737,-0.290104109,1.057466515,1.639992744,-1.403011399,-0.85549854,0.01039049,-1.542835921,0.14660931,0.041779719,1
134,-7.280275578,1.372891225,-0.729304546,-0.690641748,0.083251087,3.56988987,0.085861878,0.024051688,0.529300445,-0.532194198,0.042797274,0.120000671,1
135,0.146954274,0.845928186,-0.078577031,0.042818253,0.571125363,0.75573294,-0.121164583,-0.160327248,0.001232105,4.274893404,0.192380487,1.910142996,1
136,-0.348726314,1.167201665,0.113220937,-0.099780655,0.171368973,3.269214227,0.1019311,0.031179082,0.005185368,1.764423975,0.194829798,1.503419501,1
137,-0.778206117,0.647315742,-0.399203312,-0.679137702,0.607826291,2.178630009,-0.454112317,-0.208439393,0.10955414,-4.429070392,0.15577385,0.698149576,1
138,-0.950338164,1.204912336,-0.122364037,-0.429271442,0.477326969,2.456688919,0.118985853,0.048433423,0.089530012,8.8558115,0.226919034,0.113985507,1
139,-0.568820225,0.211179039,-3.243961353,-1.063768116,1.719806763,1.779710145,-2.181642512,-1.225841477,0.007860262,-1.561221707,0.039359392,0.01344382,1
140,-0.272581164,1.013408002,0.195160519,-0.181002464,0.572022212,0.47729195,0.009156768,0.019184837,0.024392871,2.428851687,1.362277525,0.165477338,1
141,0.045563934,1.82262697,0.215728817,-0.018090112,0.526895658,2.716052862,0.330891262,0.121827991,0.133870403,2.194465796,0.031082063,0.28998877,1
142,-0.362258953,1.689265537,-0.39005102,-0.278826531,0.370408163,1.592346939,0.280102041,0.175905159,0.168236033,1.030401035,0.206504326,0.544077135,1
143,0.07505889,1.926692122,0.024270742,0.001975701,0.657503284,0.562792798,0.206545534,0.367001026,0.081840616,1.412681895,0.501208264,0.38489687,1
144,-1.045394447,0.966995448,-0.36886465,-0.405552801,0.374979342,1.070071063,-0.028755578,-0.026872587,0.03698786,6.767650834,0.543474904,4.265315117,1
145,-0.255471983,0.990231169,-0.29487457,-0.280484255,0.970495376,0.924764329,-0.003687145,-0.003987119,0.041250569,-1.353016722,0.009588455,0.078630428,1
146,-0.812550067,1.072680905,-3.785655738,-0.681352459,0.767418033,0.956147541,0.046721312,0.048864123,0.054510679,-3.788647343,0.359408487,3.213618158,1
147,-1.179063361,0.52,-2.295920067,-0.168193172,0.120899251,1.69641965,-0.273771857,-0.161382154,0.098978102,1.932844244,0.060371061,2.916418733,1
148,-0.082604877,0.347288245,-0.869287991,-0.194440755,0.794002391,1.254549681,-0.401268597,-0.319850703,0.001134399,-4.606120926,0.059083569,0.135184449,1
149,-0.477351916,0.374375679,-0.05125906,-0.090712097,0.107225585,0.580960921,-0.215273108,-0.370546624,0.009337676,0.529614721,0.021993569,8.236933798,1
150,-0.024982719,0.728753688,-0.076916213,-0.121858362,0.602421106,2.046012909,-0.194134618,-0.094884357,0.11341063,34.9245283,0.114960241,0.137651822,1
151,0.044392157,0.736712151,-0.135645961,-0.140832085,0.979601245,0.800699166,-0.077830279,-0.097202898,0.117998701,-3.28425096,0.016888164,0.315882353,1
152,-0.77926147,0.294705259,-2.557651128,-2.181271619,1.104019107,1.337094383,-1.645610278,-1.230736064,0.008859866,-1.723760268,0.308654142,0.417754569,1
153,-0.24677672,0.823191294,0.075053776,-0.211499331,0.482471949,2.092087669,-0.134120109,-0.064108264,0.013488657,11.32638889,0.154587895,0.188938426,1
154,0.219679634,0.716049383,-0.242685556,0.04157684,0.336464429,0.777332923,-0.12750231,-0.164025357,0.024005487,-3.309875142,0.092313788,0.484346728,1
155,-0.02386189,0.435168944,0.159866906,-0.028766777,0.465982479,0.436387376,-0.343586792,-0.787343564,0.094165436,1.747942553,0.146993533,0.381214034,1
156,-0.010494403,1.604960635,-0.152419412,-0.093935387,0.536344793,0.196108212,0.155153313,0.791161731,0.248519473,1.290969599,0.970569476,0.305702559,1
157,-1.11726039,0.41736886,-2.085918063,-1.859678222,1.564438547,1.914745397,-1.273013767,-0.66484754,0.002277386,-1.843924972,0.308991684,0.944258906,1
158,-0.587604934,1.572388264,-0.038975774,-0.393831952,0.47764985,2.972408814,0.161485798,0.05432826,0.308472717,1.325780067,0.097062153,0.313792615,1
159,0.056416963,1.409908853,-0.184822267,-0.014753487,0.492613203,2.043764761,0.10130862,0.049569609,0.001329816,1.282831121,0.150978364,0.12545859,1
160,0.098882009,0.249615336,-6.79656534,0.26065415,2.165847117,1.246237521,-1.980256296,-1.588987864,0.035953756,-1.018415756,0.248938841,0.02125614,1
161,-0.174184925,0.26009521,-0.539377116,-0.258207043,1.121571323,2.302905963,-0.936180695,-0.40652146,0.02797859,-3.308092722,0.100289982,0.004371619,1
162,-0.298502009,1.281864299,-0.124905603,-0.142274581,0.413381664,0.261742939,0.134269748,0.512983266,0.015852885,1.065180682,0.824004616,1.058645232,1
163,-0.237891494,0.509241397,-0.135091804,-0.143833263,0.446081612,1.035652937,-0.301026835,-0.290663816,0.05818657,2.400866577,0.057683093,0.188996663,1
164,-49.95,0.29136164,-9.775681342,-6.444444444,0.125786163,0.5639413,-1.014675052,-1.799256506,0.05124451,-0.306140744,0.371747212,61.7155,1
165,-0.183052533,1.088441842,-0.543618728,-0.127559802,0.660115227,1.076516919,0.029849767,0.027728098,0.005596491,3.964619207,0.225123974,0.127064575,1
166,-0.996740508,0.117766302,-1.931013431,-1.538743308,0.778012586,2.103174603,-1.71682164,-0.8163001,5.79E-04,-1.496334814,0.084135313,0.39974407,1
167,-0.185970377,0.253494282,-0.321938194,-0.300297627,0.875135601,2.065060777,-0.326833746,-0.158268342,0.104701398,-1.762006045,0.015139882,1.291526286,1
168,-0.935540912,0.937777526,-1.405864682,-0.920817827,0.988895365,1.933327355,-0.032880479,-0.017007197,0.015414204,-1.385788195,0.16181575,0.192141734,1
169,-0.440325159,1.256663664,-0.065487571,-0.368681723,0.77323991,0.44073139,0.036624595,0.083099583,0.944895651,4.577927313,0.020591222,0.037922028,1
170,-9.06395408,1.65547281,-0.216396736,-0.712223955,0.075801268,0.974946346,0.188764891,0.193615671,0.009600857,-1.459902543,0.133901258,9.887538419,1
171,-4.595310907,1.047534316,-0.758747994,-0.77223114,0.157463884,3.816051364,0.030016051,0.007865736,0.001270971,2.378476421,0.150752923,1.107798165,1
172,-0.447794389,1.866217419,0.236488147,-0.188273295,0.296859595,4.033180463,0.377532501,0.093606647,0.129754295,1.792848531,0.171072268,0.768662671,1
173,-0.223400051,0.35839213,-0.59822237,-0.324422635,1.132520841,0.587247484,-0.268788443,-0.457708974,0.281364901,-1.268378762,0.011874275,0.008874063,1
