ID,cf_td,ca_cl,re_ta,ni_ta,td_ta,s_ta,wc_ta,wc_s,c_cl,cl_e,in_s,mve_td,bstatus
4490,-1.24500238,0.935885167,-0.750399387,-0.781583488,0.53703112,4.552687073,-0.012844271,-0.002821251,0.074322169,0.56762629,0.006989964,0.194103998,0
4491,0.478314298,2.566641023,0.17100188,0.023174859,0.148632823,1.176492076,0.350072522,0.297556209,0.293585922,0.357969019,0.026629651,3.175618043,0
4492,0.295442552,0.869128216,0.085444654,0.01987781,0.440410585,0.453703541,-0.017698118,-0.039008111,0.273070514,0.311034081,0.028988319,1.446709843,0
4493,8.65,3.880161128,-0.847187656,0.056246889,0.004977601,0.807366849,0.711796914,0.88162762,2.279959718,0.651147541,0.323057953,247.5,0
4494,42.4125,4.184752022,0.80539791,0.141439873,0.004299411,1.482447655,0.389279419,0.262592354,0.069996483,0.139595404,0.15450874,240.904375,0
4495,-0.96857671,2.728606357,-1.07888924,-0.209845377,0.170716314,0.193751972,0.223098769,1.151465798,2.334963325,0.175085616,0.105863192,3.515530499,0
4496,0.062362436,0.242230736,0.032804048,0.009858663,0.713488048,0.292880824,-0.15529576,-0.530235329,0.137505321,1.067727273,0.003276735,0.009684519,0
4497,1,1.890316796,0.217109626,0.101515074,0.150028057,0.874100903,0.151966536,0.173854683,0.092946802,0.321452589,0.145083163,9.572254335,0
4498,0.184060966,1.136407925,0.066991981,0.003593585,0.292858224,0.945944924,0.079437131,0.083976487,0.009093862,2.573553995,0.062702443,0.221260656,0
4499,8.912280702,1.859028194,-0.034823529,0.241411765,0.017882353,4.528,0.449254902,0.099217072,0.148170366,1.120295699,0.08574101,145.3125,0
4500,-0.909040488,1.038431373,-0.657471091,-0.314791021,0.272541758,0.836369133,0.003703424,0.004427978,0.645490196,0.175137363,0.011205494,6.249306711,0
4501,-6.136567617,2.908434272,-0.552156529,-0.252535337,0.0393855,0.343243798,0.613396325,1.787057268,0.013569146,0.503860296,0.092533575,118.9136689,0
4502,0.273146623,0.47125,0.206840506,-0.014486609,0.428944951,1.033283867,-0.209243163,-0.202503078,0.019285714,0.896143383,0.051429353,1.445634267,0
4503,0.086932485,0.761774321,0.121275272,-0.017726936,0.429448376,0.412028682,-0.03279266,-0.079588294,0.189944764,0.406198058,0.029058973,0.449593503,0
4504,-72.73202614,13.05448056,-0.163563866,-0.085362351,0.001046426,0.294599622,0.877711816,2.979337884,10.55626526,0.078582184,0.153224683,936.6612549,0
4505,0.222345588,2.860109553,0.282682168,0.042509726,0.365283223,1.507938654,0.464182176,0.307825637,0.028411485,0.686828179,0.217854724,0.494453697,0
4506,8.164335664,1.919984735,0.088463859,0.093085556,0.017255943,1.686315916,0.26180765,0.155254213,0.018699911,0.488281088,0.148499052,73.82954546,0
4507,-0.259497645,1.391559496,-0.431112416,-0.129791606,0.373936014,2.487232169,0.184091576,0.074014633,0.003995505,2.337711617,0.06044371,3.063814757,0
4508,0.191629085,1.351349849,0.088781962,0.023311562,0.219549055,3.490150778,0.219514314,0.062895367,0.01473573,1.906243375,0.032863663,1.605744125,0
4509,59.64772727,6.799370161,0.085469413,0.070498506,0.001383865,0.563359019,0.695030665,1.233725994,0.209814985,0.136349811,0.086869138,1383.991477,0
4510,-0.023352806,1.134021274,0.148419685,-0.065280468,0.572240067,1.715731228,0.086196046,0.050238665,0.051925936,3.314477065,0.212435332,0.461762458,0
4511,0.293468585,5.217577706,0.32510137,0.083935941,0.324409525,1.221968211,0.54448268,0.445578432,1.844820355,0.303732431,0.186162723,2.467488966,0
4512,-2.776666667,4.362318841,-0.791125056,-0.427386822,0.134468848,0.064320932,0.259973106,4.041811847,0.811594203,0.099538373,0.167247387,4.79655,0
4513,-5.241258741,2.802083333,-22.64694583,-0.58470995,0.109873223,0.008835958,0.531694199,60.17391304,1.743489583,0.41852861,30.13043478,24.69384615,0
4514,-3.673271889,1.034445349,-3.19308915,-1.123773324,0.299930892,0.011817554,0.008776779,0.742690059,0.104149715,0.438042058,0.83625731,2.432898387,0
4515,-77.31746032,2.837398374,-7.144214162,-1.070379965,0.013601036,0.038428325,0.585492228,15.23595506,2.403116531,2.3616,3.230337079,427.6118571,0
4516,446.1111111,7.924517374,0.541442728,0.118890662,3.78E-04,0.968214646,0.753044172,0.777765731,3.22027027,0.12260355,0.023548289,5992.479167,0
4517,0.674229329,1.32305678,0.042119365,0.045492998,0.09697185,2.982459867,0.094558592,0.0317049,0.033026442,0.587595075,0.004762115,4.012753242,0
4518,0.3743973,1.449560341,-0.042544082,-0.042557056,0.107638213,1.438169009,0.168489614,0.117155642,0.111853493,0.627738178,0.032026993,4.826422372,0
4519,0.144433546,2.345790251,-0.136632571,0.034596871,0.408945046,2.175190533,0.456829121,0.21001798,0.137075332,2.800992967,0.172859711,0.183361942,0
4520,11.81708897,0.97904557,0.117820444,0.114669661,0.016133678,0.517261363,-0.004366731,-0.008442021,0.195678706,0.268728088,0.080713351,28.3057875,0
4521,-10.12,7.916666667,-0.257928803,-0.262459547,0.024271845,0.215210356,0.617799353,2.870676692,6.764492754,0.098081024,0.060150376,2.361066667,0
4522,1.060344828,7.048888889,-0.057004743,-0.007479022,0.021160161,0.853429405,0.744801168,0.872715614,5.485925926,0.141316864,0.002671796,71.890625,0
4523,0.484808454,1.374311927,-0.852159468,0.138471761,0.377242525,2.49179402,0.182990033,0.073437062,0.322460075,5.964734495,0.040945029,7.703929987,0
4524,21.74309186,3.49477342,0.5720026,0.053773771,0.007567323,1.168611716,0.495006923,0.423585453,1.119285653,0.247532361,0.032246832,274.4129948,0
4525,0.169968292,2.29793678,0.270428484,0.037437741,0.425717035,2.32377732,0.294971176,0.126936077,0.118010292,0.64796291,0.202169633,0.888521751,0
4526,-0.362333333,0.72406181,-1.126488706,-0.271868583,0.616016427,1.087679671,-0.256673511,-0.235982632,0.01214128,13.32352941,0.342457995,8.177083333,0
4527,-22.79310345,8.365853659,-1.175275191,-0.578323455,0.024555462,0.027942422,0.767146486,27.45454546,0.081300813,0.118269231,3,317.112069,0
4528,0.823466093,2.834039548,0.517038479,0.077890192,0.117978242,2.004910469,0.549676163,0.274164942,0.089830509,0.510196728,0.26937207,4.211338357,0
4529,-2.037815126,0.124567474,-1.144486692,-1.769961977,0.452471483,0.764258555,-0.480988593,-0.629353234,0.01384083,1.219409283,0.004975124,2.200705882,0
4530,6.918478261,3.105417277,0.62256681,0.348399868,0.060706038,2.322665787,0.474430881,0.204261364,0.319180088,0.325703386,0.010511364,196.5597826,0
4531,0.463736203,2.321765926,0.452539032,0.079616026,0.206627206,0.860628944,0.302525455,0.35151671,0.060707946,0.403051964,0.223639573,5.710880268,0
4532,-0.399621212,0.884796978,-0.778932282,-0.15227517,0.189179506,1.289143676,-0.043711931,-0.033907727,0.031161473,0.799848943,0.028627015,16.83131439,0
4533,274.9411765,4.232301508,0.283451873,0.110793652,5.96E-04,0.90704083,0.232857206,0.256721857,3.859000947,0.078864952,0.009614563,3370.914087,0
4534,-1.119282196,0.062563068,-1.586956522,-0.804761905,0.588405797,0.635610766,-0.577018634,-0.90781759,3.36E-04,3.389965793,0.015960912,0.830489092,0
4535,-0.334209108,0.820355696,-0.321811276,-0.127639372,0.335578966,1.051182348,-0.115318533,-0.109703643,0.087867582,2.047224225,0.204051787,3.526525869,0
4536,0.205898259,1.585870261,0.254532443,0.029068975,0.504106461,1.526768675,0.120919098,0.079199357,0.270974799,0.731932443,0.131474393,0.603396992,0
4537,-0.556784347,0.744158533,-0.597514857,-0.403025392,0.635062129,2.142895732,-0.233657482,-0.109038195,0.010943508,-8.920844327,0.13185428,0.552530838,0
4538,-83.31092437,2.371268153,-0.487016874,-0.277706065,0.002226213,0.852957683,0.237587458,0.278545423,0.504130001,0.209816271,0.144755889,686.2993613,0
4539,-0.402029664,0.040409483,-1.043188314,-0.3709114,0.813591616,0.43823436,-0.565576373,-1.29057971,0.016702586,-6.31292517,0.010869565,2.431352459,0
4540,0.996267109,1.663019334,0.032224278,0.065879971,0.084174144,0.068603149,0.281360193,4.101272265,0.141258741,0.896915584,2.780152672,38.57320614,0
4541,-0.031452922,1.32773977,0.221857735,-0.03573895,0.425414365,2.003712017,0.21918163,0.10938779,0.016651607,2.435397674,0.268838051,0.238078328,0
4542,-0.454545455,6.807407407,0.179902755,0.094813614,0.035656402,1.427876823,0.635332253,0.444948922,0.244444444,0.12605042,0.233257662,23.5,0
4543,-1.928909953,8.619883041,-0.338118022,-0.238702818,0.112174375,0.157363105,0.69271664,4.402027027,6.339181286,0.111691705,1.111486487,30.01234123,0
4544,-20.05952381,0.185185185,-18.26775956,-3.183970856,0.153005464,4.517304189,-2.204007286,-0.487903226,0.051851852,-0.167986425,0.0375,9.300595238,0
4545,0.074956294,1.067421791,0.176456222,0.007693247,0.558798388,0.870191721,0.015264379,0.017541398,0.051779935,0.712802768,0.114229582,0.30506993,0
4546,0.523304292,1.167189315,0.137810361,0.090221735,0.35020469,0.468425296,0.018074331,0.038585302,0.092190253,0.28900989,0.021835786,3.116570152,0
4547,0.166331561,1.068461759,-0.147699857,0.027793734,0.506080649,0.658039422,0.007844939,0.011921686,0.092093956,0.331418807,0.038558424,0.762829971,0
4548,0.769255577,1.084911068,0.12087068,0.078149673,0.183219265,1.078345277,0.02082565,0.019312599,0.329600492,0.392855861,0.012863729,17.03973933,0
4549,1.168914286,1.028392674,-0.002913242,0.158949338,0.207242841,1.733432415,0.013731319,0.007921462,0.206804937,1.759879336,0.038736255,21.3204,0
4550,-26.06872852,1.074544227,-0.863577951,-0.598376733,0.01968211,1.959080149,0.037335137,0.019057483,0.01458474,-0.871586629,0.058898671,487.9622062,0
4551,1.730202578,2.535275535,-0.144738503,0.019943619,0.045693609,0.499053309,0.184036689,0.368771604,0.970515971,0.149616637,0.111963578,9.670119705,0
4552,0.321381142,2.718244804,0.003827995,0.023605972,0.192165369,0.220620135,0.47467143,2.151532678,0.049884527,0.386262266,0.016772701,6.358565737,0
4553,-0.373422847,0.23302556,-3.919762551,-0.606400126,1.504933758,2.696190588,-1.606675315,-0.595905691,0.002139399,-1.444104176,0.053803421,0.157937358,0
4554,-0.93257125,4.346483844,-0.52276095,-0.446015364,0.391762592,0.355246755,0.388055735,1.092355465,2.832133222,0.228896028,0.399302153,19.1033165,0
4555,0.092518974,0.77104785,0.001317731,0.490459625,0.145846511,0.276143791,-0.019924099,-0.072151174,0.355542096,0.126290828,0.02214163,6.789085652,0
4556,-0.048023967,0.052918814,-0.083604804,-0.050701887,0.817259271,8.51E-04,-0.141030361,-165.7469388,0.011498006,8.608110821,5.016326531,0.423133631,0
4557,-9.566820923,1.350115611,-0.712498383,-0.937349341,0.083851699,2.528897146,0.165586821,0.065477879,0.251634718,1.995485215,0.092874247,7.212576918,0
4558,2.786067288,4.397757339,0.452150068,0.100309991,0.209085128,1.606748271,0.535887449,0.333522966,0.055436563,0.24891802,0.408642311,3.729261737,0
4559,-0.674522552,0.306774702,-2.664510914,-0.726758286,0.994745352,1.262732417,-0.622473727,-0.492957746,0.017555706,-0.826450893,0.10003201,0.036468915,0
4560,0.436276892,1.677061064,0.269939588,0.067349912,0.230615634,1.402540776,0.280697644,0.200135104,0.006806733,0.753053294,0.302102098,7.196746477,0
4561,-0.006530906,2.418696197,-0.074275055,-0.020804203,0.563265293,0.54027874,0.233129255,0.43149811,0.264299489,0.604025314,0.133811036,4.560094048,0
4562,0.167055614,0.97700063,0.070761072,0.023319934,0.377291817,0.473385532,-0.006780184,-0.014322753,0.175465338,1.832231378,0.09922991,1.049616052,0
4563,-0.166554503,0.279377977,-0.260002565,-0.16689977,0.780477973,0.624571711,-0.496143111,-0.794373332,0.025556867,9.780409509,0.003226974,0.140586118,0
4564,-9.178082192,0.686206897,-34.45814978,-3.022026432,0.321585903,2.779735683,-0.400881057,-0.144215531,0.006896552,-2.735849057,0.083993661,28.57578082,0
4565,-16.78340517,2.958752762,-0.505291651,-0.274329395,0.010780794,1.704306509,0.556093821,0.326287448,1.549472134,0.399333301,0.118509935,139.8074353,0
4566,0.371262923,1.434141179,0.128594125,0.040997217,0.171012865,1.468481598,0.249937286,0.17020117,0.037017056,1.446355151,0.307253663,3.107711651,0
4567,0.101771799,3.733167336,0.052241808,0.034167275,0.576500127,0.901178644,0.400724173,0.444666744,0.001626099,0.519138945,0.015633526,0.661836545,0
4568,-0.081220305,3.658179108,-0.969706354,-0.048438864,0.281469073,0.399884569,0.301261297,0.753370648,2.406905974,0.176093613,0.050058084,11.23806302,0
4569,-0.036026583,1.155448718,0.142492509,-0.031406059,0.634557763,0.94628787,0.10764621,0.113756304,0.009294872,3.600692441,0.585199953,0.182974816,0
4570,6.907695345,2.938606717,0.578878299,0.251325,0.041091723,1.198385863,0.462105923,0.385606954,0.043770901,0.312973704,0.090622128,141.0511254,0
4571,-2.550879397,0.966923425,-2.874926044,-0.57093835,0.188380073,0.020589279,-0.008638031,-0.41954023,0.817399184,0.398951555,0.24137931,25.98775126,0
4572,0.358113207,2.146505252,0.134321472,0.070015572,0.24453544,0.591960321,0.429309649,0.725233827,1.378030373,0.598594926,0.199707716,6.457016509,0
4573,0.173433663,1.580811228,0.033331941,0.036530672,0.319655907,0.899920658,0.179028688,0.198938303,0.066572737,0.822293519,0.005410572,2.807062236,0
4574,0.199592668,7.088676671,0.053122316,0.017789228,0.180714023,0.731750705,0.821310269,1.122390812,4.053660755,0.19805458,0.128929499,12.0290224,0
4575,16.95238095,1.282178218,0.388398487,0.388398487,0.026481715,4.01345103,0.167717528,0.041788856,0.034653465,1.465284974,0.04451194,17.04984127,0
4576,0.148481339,1.437779886,-0.049928389,-0.004322364,0.202546927,1.883309035,0.251120226,0.133339893,0.0193992,2.485453566,0.206748645,1.168408645,0
4577,0.142220363,1.808351194,-0.079542054,0.030487218,0.541120146,1.046923827,0.142298836,0.135920906,0.443455768,0.733109389,0.028119167,1.565747814,0
4578,2.589449541,2.319335347,0.477819167,0.110621966,0.049215487,2.243142567,0.492945028,0.219756441,0.13021148,0.64736945,0.181511675,18.05447248,0
4579,0.6512,3.702191465,0.303791236,0.084159809,0.175845818,0.981641697,0.411971583,0.419676125,0.204844291,0.230892144,0.250931499,5.092,0
4580,0.34948705,1.17051125,0.10401688,0.059884311,0.282223182,0.590584914,0.01984364,0.033599978,0.529131817,0.203398095,0.008387747,2.265712528,0
4581,0.186243098,1.607768053,0.247258091,0.058214923,0.396266681,0.387460154,0.060024853,0.154918776,0.254102845,0.243343983,0.156382905,0.422000886,0
4582,-1.654833837,0.383813611,-2.867549669,-0.587541391,0.274006623,0.740687086,-0.415976821,-0.561609388,0.057939914,2.137614679,0.124336407,7.645649547,0
4583,0.060311641,1.260849018,0.080615608,0.017869198,0.557008413,1.226530369,0.162819589,0.132748111,0.005343851,1.791980848,0.374559464,0.593820929,0
4584,0.269793702,1.91728955,0.273754029,0.045390756,0.323098513,1.550445522,0.235269785,0.151743342,0.126717825,0.636712847,0.168848699,0.952057609,0
4585,0.301604783,1.75621788,0.218919245,0.082093346,0.441619706,1.039936809,0.201249191,0.193520596,0.0771979,0.984736543,0.212453143,1.957773012,0
4586,0.105745859,1.516693517,0.09215199,0.032408024,0.625692806,0.749249379,0.072914135,0.097316244,0.343258708,0.56532253,0.025644782,0.629147142,0
4587,0.054142269,2.295153794,-0.02283591,0.010387632,0.459532009,0.498319511,0.292195508,0.586361764,1.204050447,0.82626577,0.368257349,9.569932013,0
4588,-4.204481793,0.72462489,-3.205154639,-1.56185567,0.368041237,2.346391753,-0.321649485,-0.137082601,0.0070609,-6.950920245,0.093585237,6.098823529,0
4589,-0.568581477,0.177131189,-2.808975834,-0.677406981,0.981588032,3.304948216,-1.236670502,-0.374187558,2.55E-04,-2.299295775,0.033194058,1.188452521,0
4590,-0.214285714,2.964391691,0.169628433,-0.082390953,0.237479806,1.474151858,0.534733441,0.362739726,0.246290801,0.376116071,0.326027397,0.858843537,0
4591,0.846329693,3.306475349,0.1795259,0.111009658,0.138261633,0.832835821,0.6604741,0.793042378,0.204562178,0.496831587,0.167362429,14.73101346,0
4592,-1.441196222,1.525698193,-3.091354648,-0.495822648,0.254596227,0.099059668,0.07659429,0.773213669,0.293749511,0.260531947,0.555172017,18.51894453,0
4593,148.3043478,2.581500546,0.32203119,0.13767097,0.001102518,1.712546338,0.486018791,0.283798914,0.812093797,0.443985318,0.070172983,778.0073913,0
4594,0.094336603,1.238615129,0.068413454,0.032805422,0.610192523,2.590705663,0.150211177,0.057980796,0.013737375,3.317161021,0.165729769,0.735757856,0
4595,0.101474832,1.397028571,0.113170322,0.027662924,0.78555987,0.728324063,0.036457131,0.050056194,0.047085714,0.683380194,0.009221636,0.454205408,0
4596,-2.219705549,7.188396756,-1.385992716,-0.214290531,0.059549501,0.126652279,0.334502293,2.641107561,0.017467249,0.059730968,0.001064963,32.14354473,0
4597,-2.608,0.875229358,-2.910292729,-1.239848914,0.472143532,0.042492918,-0.06421152,-1.511111111,0.612844037,-5.291262136,2.644444444,113.634,0
4598,-0.32778551,1.891429878,-0.167619976,-0.190111813,0.497862395,2.16301003,0.43516126,0.201183191,0.180208358,-5.235623858,0.007563951,0.129711081,0
4599,-0.131996389,1.212149372,0.001730132,-0.059180209,0.501511844,2.113396394,0.099668526,0.047160356,0.073859921,7.095238095,0.224424841,0.109798169,0
4600,0.018181164,1.24873184,0.134964506,-0.025288883,0.198368828,2.376040908,0.123616289,0.052026162,0.020405524,1.856251167,0.061788769,0.799278154,0
4601,0.676537156,2.442766296,0.224831221,0.049449248,0.15699396,0.523332938,0.214970982,0.410772887,0.214626391,0.215475528,0.09454566,8.375790268,0
4602,-0.64021164,1.337078652,-0.109894122,-0.143117926,0.138006572,1.293902884,0.109529025,0.084650113,0.241573034,0.554171856,0.053893905,2.226190476,0
4603,0.143674637,0.963603604,0.039443324,0.017287411,0.413774358,0.526402262,-0.01708204,-0.032450544,0.073667954,3.566838046,0.112475329,0.062071274,0
4604,-85.375,1.151670951,-2.160636758,-1.063675832,0.011577424,1.356005789,0.085383502,0.062966916,0.262210797,1.292358804,0.278548559,1762.3125,0
4605,-0.053908356,1.732851986,-0.50310559,-0.091240094,0.31784108,0.041122296,0.173913044,4.229166667,0.199458484,0.612154696,1.177083333,2.20754717,0
4606,-1.117647059,0.549834984,-0.744033872,-0.423402617,0.35334873,0.959969207,-0.262509623,-0.273456295,0.00660066,2.790055249,0.07818765,4.250408497,0
4607,-0.092897139,3.317833292,-0.075769513,-0.07670428,0.302877746,1.650610937,0.500554183,0.303253887,0.063381153,0.438182459,0.267155316,2.477800802,0
4608,0.100144079,4.392594367,0.17443952,0.09420142,0.52125095,0.606226936,0.459579617,0.758098311,2.05E-04,0.394084883,0.068090053,0.91580471,0
4609,3.06087277,2.183584329,0.079631354,0.189367994,0.075679932,0.897344254,0.2854096,0.318060319,0.554079935,0.627873846,0.011994566,7.934849823,0
4610,0.030086384,1.070516495,-0.02553251,-0.036928815,0.700914031,1.290424508,0.018250274,0.014142845,0.112061552,10.98833131,0.032253239,0.209007092,0
4611,3.253731343,1.014221891,0.408149645,0.036317458,0.029810348,7.606625758,0.007081812,9.31E-04,0.119136262,1.047827105,0.053830162,6.553327114,0
4612,-0.4,0.594249201,-0.528717545,-0.07631786,0.118017309,2.077891424,-0.099921322,-0.048087846,0.159744409,0.3757503,0.002650511,0.54932,0
4613,-4.212371134,5.227735754,-0.832015371,-0.16476459,0.034513125,0.236824081,0.745732559,3.148888221,1.142561775,0.218560564,0.228215144,78.15618557,0
4614,-11.0078833,2.228785256,0.519896392,-0.499766968,0.044216885,0.274028133,0.133115941,0.485774724,0.316861906,0.140847222,0.164331753,78.30504672,0
4615,-0.547776727,0.198945982,-0.322172315,-0.320947325,0.431604737,0.200898326,-0.248264598,-1.235772358,0.001317523,0.714016933,0.233739837,1.759697256,0
4616,381.5531915,0.75130743,-0.905417304,0.071509784,4.02E-04,1.802097848,-0.049189157,-0.027295497,0.546700091,0.250622847,0.007632682,10752.43085,0
4617,-0.011355001,1.103163066,-0.02791965,-0.026099069,0.562779502,3.369419125,0.050292026,0.014926023,0.111434157,1.45337316,0.115633159,0.119949413,0
4618,0.052025623,1.894618202,-8.30E-04,-0.007994834,0.355216629,1.640447711,0.292887673,0.178541304,0.029304029,0.674843126,0.096159253,5.628116344,0
4619,-0.006684245,4.029604375,-0.045178414,-0.031316253,0.712837177,0.153049132,0.121972069,0.796947148,3.387928706,0.164652786,0.01861192,0.842202445,0
4620,0.479281768,8.396968456,0.726172773,0.080167636,0.146816277,0.151007165,0.610247398,4.041181737,3.417451864,0.109579817,0.511862131,2.227785451,0
4621,-2.909023669,0.491750931,-4.525006686,-1.106713025,0.361594009,0.587857716,-0.255415887,-0.434485896,0.060138372,1.888442211,0.151956324,2.774778106,0
4622,-2.482213439,0.227291931,-19.41900452,-2.671493213,0.915837104,0.786425339,-1.65520362,-2.104718067,0.098014364,-0.437199852,0.104718067,4.497144269,0
4623,0.198910003,1.207059811,-0.905750422,0.050252951,0.584806071,1.896846543,0.058263069,0.030715753,0.153901474,2.390201977,0.027079648,0.055429799,0
4624,0.181516362,2.845635451,0.113011621,0.029778931,0.4119239,1.215407996,0.324426621,0.266928161,1.032961494,1.533876796,0.160206976,0.748001557,0
4625,-0.297053236,0.914156694,-0.781349418,-0.394968151,0.947745632,0.612387459,-0.020497491,-0.033471442,0.212968897,-1.272646233,0.026957295,2.285829209,0
4626,-8.96,0.174061433,-17.83098592,-9.535211268,1.056338028,1.169014085,-3.408450704,-2.915662651,0.116040956,-1.31981982,0.180722892,64.91413333,0
4627,-0.084191934,0.750919284,-1.081307713,-0.103951657,0.576622759,0.875611081,-0.140277023,-0.160204715,0.009162698,2.240848305,0.339097394,0.070080777,0
4628,-2.914893617,2.346153846,-1.830371567,-0.256865913,0.075928918,0.558966074,0.282714055,0.505780347,1.661538462,0.265848671,0.031791908,21.28842553,0
4629,-10.8537092,11.21567346,-0.053541138,-0.08767273,0.006797274,0.079334472,0.787995651,9.9325757,10.36610622,0.08410138,0.26466326,495.8562685,0
4630,-1.032744441,0.555499632,-2.416183514,-1.330287371,1.241366272,1.103604739,-0.723531636,-0.655607583,0.207131519,-1.227089173,0.41651439,0.140514265,0
4631,-6.677083333,2.085106383,-2.453396524,-1.17535545,0.151658768,0.410742496,0.241706161,0.588461539,0.758865248,0.34223301,0.176923077,8.325520833,0
4632,0.398885204,1.326942985,0.08404719,0.009461266,0.504631836,0.964340094,0.099110827,0.102775802,0.011694337,1.872962298,0.283823689,0.280783582,0
4633,-1.631034483,4.671523179,-1.003709715,-0.170646882,0.067238581,0.767447253,0.642708092,0.837462236,0.675496689,0.219285507,0.498791541,37.26594828,0
4634,0.263568662,1.345203937,0.130109347,0.044580095,0.403280396,3.774426303,0.088374493,0.02341402,0.071387063,0.744900168,0.068538573,2.234707876,0
4635,-13.61538462,1.907407407,-0.414228723,-0.366356383,0.025930851,1.066489362,0.390957447,0.366583541,0.328703704,0.774193548,0.095386534,33.58974359,0
4636,-0.28035982,0.258630555,-1.869335816,-0.460273122,1.242085661,1.540968343,-1.206393544,-0.782880161,5.72E-04,-1.805440771,0.145216516,0.742066467,0
4637,0.187457256,2.685379546,-0.047111361,0.082998069,0.588268426,0.786570647,0.277800129,0.353178865,0.134732731,0.593854182,0.191703749,1.929147859,0
4638,-0.427934272,0.983883201,-0.731592645,-0.374527747,0.71530518,0.505499118,-0.007136261,-0.014117256,0.100492984,-5.348884381,0.496429165,1.746830986,0
4639,-0.368301544,1.169993176,-0.248584663,-0.168244982,0.339989707,1.493463716,0.10257334,0.068681508,0.265097236,-6.638731597,0.340306017,0.190962761,0
4640,0.303435247,1.400787189,0.097960709,0.06828164,0.263708528,1.1994051,0.255140355,0.212722419,0.010449814,1.757887496,0.172092895,6.135687397,0
4641,-1.75483871,0.037770898,-0.870651014,-0.40981857,0.231590181,0.115048026,-0.331696905,-2.883116883,0.00247678,0.529681863,0.009276438,7.194470046,0
4642,0.452633766,1.949271819,0.169773485,0.101937984,0.339255287,1.443954527,0.21705513,0.150319921,0.031540342,0.52667234,0.120664318,3.188159158,0
4643,0.109147162,1.895625267,0.017963241,0.026618678,0.445510988,0.493036269,0.193780756,0.3930355,0.012005191,0.761207696,0.351666632,0.919897959,0
4644,-0.851851852,1.243902439,-9.534482759,-0.318965517,0.232758621,1.840517241,0.086206897,0.046838407,0.109756098,0.773584906,0.037470726,16.61851852,0
4645,0.544817518,5.305777778,0.039744012,0.021322408,0.051212656,0.559750591,0.289721583,0.51759049,1.211777778,0.331369661,0.232830239,1.72458219,0
4646,0.322240103,1.305794148,0.042838823,0.030404363,0.252179277,0.410272227,0.068194731,0.166218248,0.087712913,0.424720213,0.105365197,3.496419376,0
4647,-0.54318618,0.642384106,-2.747044917,-0.685579196,1.231678487,0.864066194,-0.319148936,-0.369357045,0.031788079,-1.400742115,0.530779754,3.236564299,0
4648,0.170777247,3.83862307,0.191462902,0.04092979,0.421185464,1.672872584,0.541414437,0.323643559,0.046217279,0.493120242,0.25490046,0.814155449,0
4649,-0.518486672,3.126175549,0.169894853,-0.125253643,0.214536064,1.848551928,0.500461169,0.270731464,0.056426332,0.383068148,0.253168346,0.581685297,0
4650,-0.457894737,0.219094247,-0.067978016,-0.07983801,0.164882846,0.010124385,-0.184553081,-18.22857143,0.014687883,0.309469697,3.114285714,2.952364912,0
4651,-0.339716312,0.861428571,-0.550363845,0.54691689,0.54002298,2.383378016,-0.111451551,-0.046762012,0.016190476,-1.495726496,0.04210188,0.215159575,0
4652,0.808219178,17.07792208,0.006364922,0.041725601,0.051626591,0.432107497,0.87553041,2.026186579,12.62337662,0.059551431,0.147299509,35.34246575,0
4653,-9.18,0.728205128,-1.844290657,-1.844290657,0.173010381,3.103806228,-0.183391003,-0.059085842,0.205128205,2.074468085,0.030100334,161.4266,0
4654,-0.589639798,0.642802615,-0.413963618,-0.16608679,0.233494055,0.29566873,-0.14741658,-0.498586982,0.056556806,0.776360544,0.344776465,2.119089757,0
4655,1.434558325,1.537132936,0.434429423,0.095634983,0.110070374,1.290013345,0.147449872,0.114301044,0.114773156,0.49006696,0.038919607,9.659989457,0
4656,39.02109705,1.707174483,0.225199717,0.166973405,0.004793205,3.121104257,0.332713116,0.10660109,0.095559472,0.895902334,0.185526461,216.3507384,0
4657,0.258610371,0.592972095,0.223193256,0.037487406,0.318657591,0.22407799,-0.036192127,-0.161515759,0.013384851,0.201163603,0.035638708,2.385325954,0
4658,0.087677554,1.407620417,0.088769626,-0.028300943,0.462315411,2.348044935,0.15120504,0.064396144,0.015995687,1.403809764,0.094933205,0.776581441,0
4659,-0.337289812,2.730396476,0.253408799,-0.14484178,0.260097762,1.451762285,0.50527399,0.348041822,0.737444934,0.422089996,0.225766436,0.40553907,0
4660,-40.13157895,5.147239264,-1.8,-1.208429119,0.029118774,0.032950192,0.518007663,15.72093023,0.030674847,0.145796064,6.162790698,87.78947368,0
4661,0.177353333,2.625044663,-0.016837188,0.042474363,0.441766359,0.389758678,0.200918285,0.515494065,0.933303161,0.295291486,0.177390227,3.190751667,0
4662,0.224575128,1.109968125,-0.193623188,0.065755694,0.613995859,4.099378882,0.062857143,0.015333333,0.037380469,1.723776224,0.003353535,0.504626922,0
4663,-2.260689655,0.443055556,-7.915395284,-2.307905687,1.00554785,2.163661581,-1.112343967,-0.514102564,0.002083333,-2.002781641,0.35448718,40.30137931,0
4664,-0.591412742,8.127122333,-0.420546511,-0.223063252,0.263512012,0.216096988,0.259782919,1.202158907,6.411406182,0.052221161,0.076589808,7.66237354,0
4665,-48.5,2.024943311,-0.299894403,-0.291094685,0.00563182,1.774023231,0.477296726,0.269047619,0.218442933,0.876739563,0.009523809,685.907625,0
