ID,bstatus,trans_cf_td,trans_ca_cl,trans_re_ta,trans_ni_ta,trans_td_ta,trans_s_ta,trans_wc_ta,trans_wc_s,trans_c_cl,trans_cl_e,trans_in_s,trans_mve_td
361,1,1.369097623,0.043841415,6.225370135,7.816118197,0.723704725,0.328457798,6.571645035,1.615280113,0.092327876,5.750479201,0.47304483,1.80E-07
368,1,1.369139133,0.144138998,6.255361572,7.909393657,0.393035736,0.242623844,6.618682443,1.615462049,0.05316777,5.74877217,0.488369022,4.73E-06
379,1,1.369127442,0.132771456,6.26757775,7.918322947,0.325407228,0.249079669,6.61425732,1.61543737,0.056850785,5.753276487,0.501102729,1.43E-05
382,1,1.369159248,0.153072526,6.270132841,7.934229512,0.28132863,0.256550598,6.613148017,1.615430483,0.051657631,5.752505149,0.479777458,7.02E-05
383,1,1.36917108,0.161540913,6.27101414,7.935362298,0.11248354,0.426943967,6.633168336,1.615460399,0.052003795,5.753464072,0.479561195,2.39E-04
393,1,1.369118917,0.233615094,6.26109984,7.908191889,0.269783512,0.30303871,6.63409135,1.615504891,0.065784666,5.751671953,0.478121096,8.48E-05
396,1,1.369154932,0.192636238,6.267896037,7.931970722,0.27687798,0.486133049,6.644552029,1.615469915,0.049254191,5.752895771,0.482069528,3.80E-05
398,1,1.36899417,0.031800455,6.189075515,7.667890836,0.537823564,0.169257905,6.45021315,1.614073416,0.042615203,5.748606512,0.503642992,1.78E-04
407,1,1.369116831,0.163666622,6.254527994,7.889494718,0.511552733,0.573941463,6.614368142,1.615410774,0.091956945,5.750396937,0.47549824,1.02E-05
408,1,1.369143427,0.20544232,6.271864762,7.92812056,0.207530475,0.51627034,6.637039514,1.615450591,0.206671556,5.752176464,0.476925772,1.16E-04
417,1,1.369125236,0.057995178,6.258330476,7.91203478,0.327073363,0.539141873,6.581585357,1.615361643,0.070275083,5.75393401,0.475295866,2.75E-05
419,1,1.369098814,0.095464711,6.25635619,7.898622704,0.362484072,0.45997043,6.584188232,1.615354652,0.042894387,5.739235441,0.482987751,4.39E-05
422,1,1.369116054,0.055396758,6.256836536,7.8938465,0.467202816,0.454711983,6.563722343,1.615311863,0.04912649,5.744049181,0.476349476,5.65E-06
424,1,1.368855386,0.152725031,6.241191876,7.890981246,0.111515455,0.176966787,6.621181557,1.615514855,0.153677474,5.752154929,0.47635809,5.21E-04
440,1,1.369163594,0.026505209,6.256007472,7.933764748,0.288816569,0.239860433,6.562059683,1.61516097,0.052166982,5.754059203,0.474846674,2.66E-05
443,1,1.369162618,0.156145875,6.267048545,7.936717429,0.285278284,0.36808156,6.616978768,1.615429336,0.070343944,5.751995931,0.475409914,1.01E-04
449,1,1.369195727,0.252846306,6.269868458,7.934113266,0.19245216,0.433468138,6.651521668,1.6155,0.055287033,5.75182818,0.474269838,3.13E-04
450,1,1.369090683,0.085772199,6.250921763,7.898472284,0.321207512,0.483515738,6.577315467,1.615345634,0.043042304,5.737564389,0.484912574,1.86E-04
453,1,1.369112951,0.082142132,6.253209558,7.890986268,0.330569905,0.508281513,6.576048418,1.615347994,0.047389635,5.745333405,0.477069031,2.13E-05
461,1,1.369129863,0.217701167,6.268030361,7.921904136,0.256955821,0.581828136,6.643404198,1.615449545,0.055484829,5.752931372,0.48337837,4.05E-05
462,1,1.369240218,0.274219379,6.278588546,7.942269736,0.092748334,0.24215161,6.634609228,1.615546492,0.056960618,5.751254126,0.476718831,3.66E-04
466,1,1.369157327,0.123288506,6.265823897,7.934251821,0.273118443,0.259176893,6.607500694,1.615402934,0.068042063,5.751611578,0.476768119,2.07E-04
468,1,1.369134424,0.192907109,6.27575439,7.929490275,0.064405264,0.499509694,6.642998124,1.615464038,0.080030286,5.752156079,0.480254398,2.85E-04
471,1,1.369100314,0.073974917,6.249280681,7.905573664,0.324545615,0.308318779,6.569047975,1.615258695,0.04167648,5.748553047,0.488375612,5.21E-07
484,1,1.369154685,0.0579956,6.265849864,7.9260081,0.344119391,0.501344078,6.561830435,1.61532205,0.042646922,5.756858232,0.476542409,3.46E-05
489,1,1.369143675,0.139095197,6.256439399,7.919680471,0.421667904,0.449120042,6.615611233,1.615418717,0.04689446,5.762934105,0.48243794,1.74E-05
492,1,1.369137253,0.119290226,6.2594902,7.925051252,0.349713118,0.397711613,6.605864457,1.61539771,0.065494138,5.755910886,0.483319356,1.36E-05
495,1,1.369138369,0.035148015,6.190428687,7.912732265,0.530925883,0.407565067,6.459465794,1.615042198,0.043803781,5.748907695,0.480969983,3.65E-06
497,1,1.369161836,0.104556894,6.263479955,7.937109403,0.360568651,0.240438187,6.594420819,1.615333533,0.041722622,5.75666038,0.483459288,1.67E-04
503,1,1.369154822,0.200664397,6.269673263,7.932655189,0.341170699,0.550178298,6.641359976,1.615451724,0.07093118,5.75388921,0.474622735,2.54E-05
504,1,1.369126612,0.188729665,6.256918688,7.913559257,0.264616014,0.400025114,6.63610284,1.615474373,0.078189049,5.75233807,0.484224554,4.76E-05
506,1,1.369079353,0.117690369,6.257365201,7.904261361,0.26705461,0.307452197,6.604043225,1.61538944,0.049791857,5.759979027,0.502093688,3.73E-04
509,1,1.369070105,0.06708917,6.216620317,7.921667495,0.10512979,0.416328547,6.578499247,1.615333091,0.063435852,5.75354063,0.476240718,2.55E-04
520,1,1.369111023,0.177993466,6.264313672,7.905121777,0.318501751,0.578214308,6.623808753,1.615423453,0.106609743,5.752731708,0.478259138,2.75E-05
524,1,1.369131022,0.150096603,6.262504469,7.92356585,0.287017833,0.108374176,6.620984701,1.615615521,0.045040328,5.752384421,0.516428738,9.26E-05
530,1,1.369086953,0.114556955,6.235472377,7.866343222,0.510588638,0.451306067,6.603614004,1.615393572,0.044941152,5.749117113,0.481798582,1.68E-05
535,1,1.369136218,0.047239492,6.252529674,7.910215133,0.55214583,0.199751406,6.579019777,1.615208929,0.101259083,5.74927367,0.473558377,7.75E-07
540,1,1.369151444,0.096570285,6.264352967,7.931154725,0.412149803,0.364159641,6.597796043,1.615373687,0.045655087,5.712537035,0.475110356,4.22E-06
550,1,1.369160477,0.199137757,6.268084846,7.926247408,0.332369509,0.475952738,6.635075879,1.615454277,0.051204308,5.752443229,0.48738552,2.13E-05
552,1,1.369166918,0.240956063,6.269197879,7.93161688,0.257311097,0.227492001,6.635897052,1.615566993,0.042963669,5.751681743,0.489585535,9.03E-05
555,1,1.369157821,0.08791447,6.271274167,7.930370035,0.228933645,0.69098228,6.596722483,1.615390787,0.060448053,5.752074184,0.474829893,2.92E-05
556,1,1.369142537,0.039910691,5.826875451,7.91252754,0.561817035,0.268840862,6.534492791,1.61507154,0.045323323,5.748349757,0.484542657,1.08E-04
557,1,1.36916637,0.220936701,6.257663092,7.893286176,0.261894167,0.571083815,6.64174464,1.615448931,0.072012934,5.752220308,0.478510772,1.44E-04
558,1,1.369118141,0.044750414,6.227948883,7.885923433,0.387761085,0.174578455,6.544277282,1.614887689,0.058116677,5.73373802,0.490767691,1.20E-05
561,1,1.369199847,0.147320006,6.2446534,7.933538435,0.105132111,0.299659483,6.61756755,1.615441873,0.071629388,5.751873153,0.479462584,2.86E-04
567,1,1.368823078,0.192850526,6.153097478,7.827630403,0.219088549,0.244893694,6.631376521,1.615527383,0.097008497,5.752046985,0.493983289,7.78E-04
574,1,1.369063332,0.037717129,6.222630029,7.825674185,0.540973475,0.501463914,6.447163525,1.615125026,0.043301914,5.74863029,0.479088013,2.06E-05
583,1,1.369067099,0.07791196,6.253094758,7.889184717,0.28710312,0.717969672,6.569045997,1.615367011,0.058829118,5.741365875,0.477703206,4.22E-05
588,1,1.369141201,0.122460327,6.263455227,7.921802834,0.407287679,0.521573859,6.607734801,1.615401838,0.050606075,5.801459381,0.481352095,1.09E-05
596,1,1.369125622,0.275349002,6.258363891,7.922350065,0.252015767,0.189966324,6.635245654,1.615608034,0.128090799,5.751344867,0.473470966,2.88E-04
597,1,1.369130352,0.137767698,6.257487941,7.912608122,0.413931949,0.394706851,6.613804964,1.615418192,0.051174636,5.761954586,0.487077756,1.09E-05
598,1,1.369103996,0.067894075,6.214140814,7.863336069,0.592198288,0.373825337,6.525514908,1.615172949,0.042254243,5.748668767,0.486895226,2.25E-05
600,1,1.369180957,0.248791345,6.26973634,7.937140891,0.224784239,0.514318091,6.647935145,1.615469214,0.053640833,5.75189981,0.479801947,1.94E-04
602,1,1.369132334,0.101711818,6.249452777,7.922558577,0.269557423,0.370876763,6.596090781,1.615369588,0.071300404,5.753122551,0.474468492,7.66E-06
603,1,1.369089193,0.039315273,6.21363951,7.83618977,0.595582088,0.466198792,6.439566185,1.615074161,0.04397335,5.749146762,0.478709129,2.49E-06
605,1,1.369150172,0.026034007,6.261475715,7.928902022,0.454283453,0.163041468,6.551838394,1.6149065,0.049670446,7.116669151,0.474585345,2.86E-06
607,1,1.369154961,0.246649943,6.263493302,7.932752283,0.347494487,0.348350589,6.627545995,1.615464971,0.044539843,5.751596684,0.477145187,4.92E-05
613,1,1.369155871,0.038400259,6.266306322,7.932268513,0.365404397,0.203722998,6.59732214,1.61533587,0.055224384,5.751658143,0.473382657,1.65E-05
614,1,1.369160583,0.184071233,6.267361862,7.933486094,0.378354387,0.471853569,6.627318301,1.615439998,0.047892914,5.753298889,0.477862639,4.22E-05
621,1,1.36914281,0.145160854,6.26566713,7.929829614,0.187135909,0.543426273,6.625504509,1.615428734,0.048857502,5.758564686,0.475943276,8.94E-05
625,1,1.36915551,0.059501281,6.250641147,7.926111674,0.355613303,0.194399753,6.577994532,1.615194548,0.088622198,5.75381698,0.476210138,1.81E-05
635,1,1.36915635,0.201670072,6.269143216,7.933351359,0.404951158,0.151325169,6.619081383,1.615520221,0.042177233,5.751887773,0.479503409,2.56E-05
641,1,1.369142919,0.282275787,6.264665655,7.928666989,0.288794457,0.277897439,6.660658699,1.615634948,0.05126791,5.752192567,0.514759796,1.47E-04
646,1,1.369137332,0.042829577,6.262765756,7.924600065,0.328668534,0.102510383,6.590296108,1.615123652,0.06034743,5.752942566,0.474582086,2.34E-05
650,1,1.369125884,0.117260982,6.260210817,7.912133906,0.262797678,0.472447656,6.605210044,1.615397174,0.076168099,5.75424591,0.475776256,2.09E-05
653,1,1.369153281,0.051754629,6.240457824,7.930273295,0.610638794,0.386127608,6.588973553,1.61535248,0.082957977,5.750440129,0.473587946,1.47E-06
655,1,1.369141686,0.132094182,6.257527321,7.911996529,0.519588602,0.460513757,6.611499343,1.615409695,0.041638764,5.749148043,0.477941549,5.01E-06
660,1,1.369215544,0.127814645,6.244776129,7.9366382,0.232825702,0.305111044,6.610308376,1.615413158,0.046888036,5.753022482,0.4737541,9.83E-05
662,1,1.369170346,0.129464598,6.267683115,7.936834937,0.228758533,0.515441772,6.610900479,1.61540713,0.044477637,5.753085558,0.483896056,9.35E-05
664,1,1.369142874,0.201802988,6.263695591,7.925830201,0.383575328,0.243280564,6.61711558,1.615453592,0.051344841,5.751604306,0.474781546,4.16E-06
665,1,1.369150975,0.177393795,6.267118928,7.93105955,0.321263079,0.223501918,6.621808677,1.615487817,0.068265291,5.752919623,0.478385283,1.97E-04
668,1,1.369156605,0.055516861,6.254264323,7.924162539,0.450416499,0.14050963,6.594133855,1.615259812,0.065932652,5.7405514,0.473040276,4.82E-06
675,1,1.369152588,0.327342299,6.268196402,7.929849703,0.378042456,0.286072145,6.630418917,1.615498507,0.042672455,5.751398002,0.479403727,5.53E-06
684,1,1.369097337,0.102266482,6.252707351,7.892858368,0.406294343,0.260891968,6.588401744,1.61531217,0.111608167,5.717213501,0.494590474,4.34E-04
685,1,1.369148616,0.160590272,6.263248697,7.929599103,0.315918556,0.316034164,6.623422341,1.615460015,0.047477016,5.752532748,0.49045918,3.75E-05
694,1,1.36762178,0.100771808,6.209883414,7.832355177,0.053859089,0.357314217,6.594026102,1.615361563,0.080698538,5.753940994,0.489434943,1.94E-04
697,1,1.368715319,1.008910244,6.253649648,7.838588877,0.136414359,0.112983009,6.615182207,1.615519399,0.520804139,5.750961644,0.474762393,2.35E-04
706,1,1.369057096,0.094783042,6.24685193,7.879583025,0.321708622,0.394786702,6.586102131,1.615346727,0.042848557,5.764081266,0.482888156,5.41E-05
711,1,1.369016603,0.051915304,6.229278037,7.831706966,0.409847771,0.40922977,6.575845935,1.61532477,0.04468592,5.749005973,0.476377485,5.66E-05
716,1,1.369141835,0.120953707,6.262324131,7.924488839,0.47659054,0.088240341,6.606802067,1.615395984,0.05115347,5.786883163,0.66543247,4.20E-05
725,1,1.369132803,0.159439502,6.264665644,7.92556248,0.28470524,0.352420474,6.634740535,1.615486052,0.043509245,5.754274901,0.4922293,5.21E-05
726,1,1.36914223,0.014316271,6.253407496,7.917885598,0.540604507,0.254591125,6.485345136,1.614806765,0.048657093,5.74544504,0.473118978,3.71E-06
732,1,1.369146368,0.193524695,6.25459776,7.926684882,0.428059166,0.361322764,6.643460679,1.61550882,0.045662693,5.749318748,0.494098985,2.24E-05
734,1,1.369145828,0.037689346,6.263846434,7.925813347,0.463273492,0.23002531,6.552038416,1.615090398,0.040917739,5.771158816,0.473685105,6.60E-06
739,1,1.368860072,0.407540382,6.250499167,7.948501945,0.065974805,0.213122446,6.613584583,1.615441876,0.042919446,5.75110646,0.479498688,0.001209496
740,1,1.369160359,0.197055988,6.267392784,7.935600731,0.27621597,0.390956542,6.633438913,1.615470057,0.098018467,5.752945252,0.488630143,5.50E-05
742,1,1.369117083,0.040177332,6.246537503,7.892469531,0.491078941,0.368893726,6.506554739,1.615114592,0.049020308,5.746864129,0.477944582,1.46E-06
745,1,1.36917108,0.161540913,6.27101414,7.935362298,0.11248354,0.426943967,6.633168336,1.615460399,0.052003795,5.753464072,0.479561195,2.39E-04
753,1,1.36910496,0.098846798,6.257045251,7.905558039,0.341094624,0.555351173,6.583664749,1.615366679,0.042283134,5.734973559,0.481489698,3.05E-05
756,1,1.369163172,0.145565244,6.261708876,7.932394249,0.131500428,0.243170668,6.611203436,1.615422575,0.067605258,5.752081797,0.484322373,2.33E-05
757,1,1.369152694,0.080658191,6.235808373,7.924514492,0.340733626,0.62928843,6.576409057,1.615365376,0.060442981,5.748407035,0.474013821,3.25E-05
758,1,1.369154932,0.192636238,6.267896037,7.931970722,0.27687798,0.486133049,6.644552029,1.615469915,0.049254191,5.752895771,0.482069528,3.80E-05
763,1,1.36916494,0.175860075,6.261892902,7.93183375,0.061554893,0.321134229,6.618599933,1.615441573,0.088524595,5.752220532,0.479279424,1.31E-04
764,1,1.368916501,0.158985938,6.244957411,7.885388855,0.118223961,0.425752375,6.632204015,1.615458451,0.05768208,5.754172493,0.487677433,7.99E-04
775,1,1.369135629,0.109930931,6.253571145,7.921789564,0.289143803,0.517300663,6.600336237,1.615389626,0.05233156,5.755117733,0.47932528,8.35E-05
777,1,1.369093843,0.172951123,6.248961751,7.891259877,0.313664883,0.311212103,6.632750705,1.615495961,0.11099283,5.75332197,0.492642908,4.15E-05
